trade_id,year,region1,region2,industry1,industry2,amount
5894,2022,IN,IN,INLAN,BASIC,1543.11
477,2022,IN,IN,ANIMA,LEATH,1541.15
12849,2022,IN,IN,VEGE1,PROCE,1538.58
5443,2022,IN,IN,GASDI,OILSE,1536.70
9317,2022,IN,IN,PLANT,WHOLE,1522.09
11047,2022,IN,IN,RETA1,CHEM1,1521.62
5175,2022,IN,IN,FOUND,MOTO1,1520.71
1917,2022,IN,IN,CHEM1,93197,1520.14
6369,2022,IN,IN,LANDT,CERAM,1510.02
10551,2022,IN,IN,RAILW,RAILW,1506.20
2385,2022,IN,IN,COMPU,FINAN,1491.84
5556,2022,IN,IN,GLASS,GLASS,1489.89
256,2022,IN,IN,AIRTR,SUPPO,1487.45
12260,2022,IN,IN,SUPPO,TEXTI,1474.54
6484,2022,IN,IN,LANDT,WEARI,1473.58
12815,2022,IN,IN,VEGE1,HOTEL,1469.19
4472,2022,IN,IN,FABRI,FISH5,1466.12
1429,2022,IN,IN,BUSIN,EDUCA,1459.09
11417,2022,IN,IN,RUBBE,TEXTI,1453.72
11356,2022,IN,IN,RUBBE,LANDT,1450.70
4967,2022,IN,IN,FOOD5,POULT,1444.88
3394,2022,IN,IN,ELEC1,DISTR,1433.56
10419,2022,IN,IN,RADIO,POSTT,1425.54
9970,2022,IN,IN,PRIVA,PRIVA,1419.25
2635,2022,IN,IN,COPP1,FABRI,1418.46
13271,2022,IN,IN,WHOLE,NONME,1416.74
9529,2022,IN,IN,POSTT,PUBLI,1412.66
7665,2022,IN,IN,MOTO1,LANDT,1407.59
4699,2022,IN,IN,FINAN,WHOLE,1405.63
1471,2022,IN,IN,BUSIN,MOTO1,1401.62
5784,2022,IN,IN,HOTEL,CONST,1401.34
4688,2022,IN,IN,FINAN,SUPPO,1400.17
11083,2022,IN,IN,RETA1,HOTEL,1374.87
2030,2022,IN,IN,CHEM1,RESEA,1372.85
1801,2022,IN,IN,CEREA,HOTEL,1368.04
589,2022,IN,IN,AUXIL,INSUR,1360.87
4665,2022,IN,IN,FINAN,PRINT,1360.25
11072,2022,IN,IN,RETA1,FISH5,1338.83
8916,2022,IN,IN,PAPER,PROCE,1331.75
6459,2022,IN,IN,LANDT,RAWMI,1324.52
13188,2022,IN,IN,WHOLE,ANIMA,1321.32
9580,2022,IN,IN,POULT,HOTEL,1319.05
4678,2022,IN,IN,FINAN,RETA1,1315.89
13209,2022,IN,IN,WHOLE,COKEO,1312.69
1930,2022,IN,IN,CHEM1,BITUM,1303.50
1495,2022,IN,IN,BUSIN,PRINT,1303.13
1420,2022,IN,IN,BUSIN,COMPU,1293.11
10507,2022,IN,IN,RAILW,LANDT,1288.48
1961,2022,IN,IN,CHEM1,ELECT,1285.11
4599,2022,IN,IN,FINAN,EDUCA,1281.74
9328,2022,IN,IN,PLAST,BITUM,1278.50
11116,2022,IN,IN,RETA1,PADDY,1271.37
13394,2022,IN,IN,WOODW,OFFIC,1268.37
4581,2022,IN,IN,FINAN,CEMEN,1254.35
6336,2022,IN,IN,KEROS,SUPPO,1240.18
473,2022,IN,IN,ANIMA,HOTEL,1235.84
4457,2022,IN,IN,FABRI,CRUDE,1227.53
5220,2022,IN,IN,FOUND,TRANS,1226.27
1517,2022,IN,IN,BUSIN,SUPPO,1226.21
2853,2022,IN,IN,CRUDE,ELEC2,1221.05
2885,2022,IN,IN,CRUDE,NAPHT,1218.26
5469,2022,IN,IN,GASDI,RUBBE,1217.06
3007,2022,IN,IN,DAIRY,PROCE,1209.99
818,2022,IN,IN,BEVER,BEVER,1209.36
4652,2022,IN,IN,FINAN,OFFIC,1206.75
10497,2022,IN,IN,RAILW,GASDI,1206.55
1925,2022,IN,IN,CHEM1,BEVER,1203.90
4469,2022,IN,IN,FABRI,ELECT,1201.20
13213,2022,IN,IN,WHOLE,COPP1,1195.77
788,2022,IN,IN,BASIC,RADIO,1188.59
4615,2022,IN,IN,FINAN,FURNI,1184.14
12807,2022,IN,IN,VEGE1,FISH5,1179.46
2591,2022,IN,IN,CONST,SUPPO,1175.67
2499,2022,IN,IN,CONST,CRUDE,1174.92
7831,2022,IN,IN,MOTOR,PROCE,1174.02
2869,2022,IN,IN,CRUDE,HEAVY,1170.75
1962,2022,IN,IN,CHEM1,FABRI,1152.48
1572,2022,IN,IN,CATTL,MEATC,1145.29
8148,2022,IN,IN,NATUR,RUBBE,1128.71
11114,2022,IN,IN,RETA1,OFFIC,1128.19
6455,2022,IN,IN,LANDT,PUBLI,1126.80
136,2022,IN,IN,AIRTR,AIRTR,1113.28
11127,2022,IN,IN,RETA1,PRINT,1108.85
1502,2022,IN,IN,BUSIN,REALE,1108.69
11142,2022,IN,IN,RETA1,RUBBE,1108.18
12296,2022,IN,IN,TEXTI,CONST,1107.41
1711,2022,IN,IN,CERAM,CEMEN,1094.99
13397,2022,IN,IN,WOODW,PAPER,1085.25
13186,2022,IN,IN,WHOLE,ALUM1,1082.43
11028,2022,IN,IN,RETA1,ANIMA,1080.12
6449,2022,IN,IN,LANDT,POSTT,1077.50
9243,2022,IN,IN,PLANT,CHEM1,1075.87
11315,2022,IN,IN,RUBBE,CHEM1,1074.93
11134,2022,IN,IN,RETA1,RAWMI,1074.64
10080,2022,IN,IN,PROCE,PROCE,1067.18
9078,2022,IN,IN,PFERT,LIQUE,1063.13
13361,2022,IN,IN,WOODW,FURNI,1061.64
4667,2022,IN,IN,FINAN,PROCE,1055.21
4924,2022,IN,IN,FOOD5,FOOD5,1053.63
9903,2022,IN,IN,PRIVA,CRUDE,1051.88
5486,2022,IN,IN,GASDI,WHEAT,1051.23
6372,2022,IN,IN,LANDT,CHEM1,1036.15
6047,2022,IN,IN,INSUR,LANDT,1035.94
5036,2022,IN,IN,FORES,FURNI,1030.05
5858,2022,IN,IN,HOTEL,PUBLI,1021.15
2018,2022,IN,IN,CHEM1,PRINT,1019.24
13320,2022,IN,IN,WHOLE,WOODW,1018.28
5477,2022,IN,IN,GASDI,SUPPO,1014.71
4590,2022,IN,IN,FINAN,COMPU,1013.51
7984,2022,IN,IN,NATU1,GASDI,1006.81
2640,2022,IN,IN,COPP1,FOUND,991.66
