trade_id,year,region1,region2,industry1,industry2,amount
15454,2022,DE,DE,REALE,RENTI,927.35
20022,2022,DE,DE,WOODW,FURNI,926.79
16710,2022,DE,DE,SANDC,CEMEN,926.75
4083,2022,DE,DE,DISTR,HOTEL,922.13
3871,2022,DE,DE,DIST1,BASIC,921.51
8488,2022,DE,DE,HOTEL,LANDT,920.93
1963,2022,DE,DE,BUSIN,SEACO,913.97
3290,2022,DE,DE,CONST,FOOD2,910.53
6178,2022,DE,DE,FINAN,RESEA,909.23
12409,2022,DE,DE,OILSE,FOOD5,908.26
16185,2022,DE,DE,RETA1,RETA1,897.20
19606,2022,DE,DE,WHOLE,POSTT,895.24
1035,2022,DE,DE,BEVER,FOOD5,894.37
3265,2022,DE,DE,CONST,COMPU,893.62
9519,2022,DE,DE,LANDT,WOODW,890.97
16133,2022,DE,DE,RETA1,LANDT,889.69
14759,2022,DE,DE,PUBLI,MACHI,889.33
7468,2022,DE,DE,FOUND,CONST,886.42
16562,2022,DE,DE,SALEM,CONST,885.79
3084,2022,DE,DE,COMPU,BASIC,884.06
15455,2022,DE,DE,REALE,RESEA,882.77
11125,2022,DE,DE,MEMBE,RETA1,882.55
16419,2022,DE,DE,RUBBE,FABRI,881.01
11023,2022,DE,DE,MEMBE,CONST,875.07
2490,2022,DE,DE,CHEM1,CONST,875.03
16071,2022,DE,DE,RETA1,BASIC,874.01
5985,2022,DE,DE,FABRI,OFFIC,872.05
15774,2022,DE,DE,RENTI,AUXIL,871.21
15785,2022,DE,DE,RENTI,BUSIN,870.65
14733,2022,DE,DE,PUBLI,FOOD5,868.52
3391,2022,DE,DE,CONST,VEGET,865.48
15413,2022,DE,DE,REALE,MEMBE,861.20
8986,2022,DE,DE,INSUR,PLAST,859.82
4136,2022,DE,DE,DISTR,PUBLI,857.68
4173,2022,DE,DE,DISTR,WHOLE,856.09
14925,2022,DE,DE,PULP5,PLAST,854.34
16505,2022,DE,DE,RUBBE,SALEM,853.14
19326,2022,DE,DE,WHEAT,FOOD5,850.61
501,2022,DE,DE,ALUM1,FABRI,850.18
3260,2022,DE,DE,CONST,CHEM1,849.05
15958,2022,DE,DE,RESEA,EDUCA,844.19
6081,2022,DE,DE,FINAN,DAIRY,842.08
15572,2022,DE,DE,RECRE,MEMBE,840.53
14499,2022,DE,DE,PRINT,WHOLE,839.73
13297,2022,DE,DE,PAPER,WHOLE,838.29
19540,2022,DE,DE,WHOLE,FISH5,832.69
3326,2022,DE,DE,CONST,MEMBE,832.09
16404,2022,DE,DE,RUBBE,DAIRY,829.95
11339,2022,DE,DE,MOTOR,CONST,829.66
15522,2022,DE,DE,RECRE,EDUCA,825.37
6051,2022,DE,DE,FINAN,AIRTR,825.10
9388,2022,DE,DE,LANDT,CONST,824.24
15802,2022,DE,DE,RENTI,DIST1,823.19
12208,2022,DE,DE,OFFIC,WHOLE,820.05
16208,2022,DE,DE,RETA1,WHEAT,819.91
15325,2022,DE,DE,REALE,93197,819.13
15837,2022,DE,DE,RENTI,INTER,818.81
6056,2022,DE,DE,FINAN,BASIC,817.43
3306,2022,DE,DE,CONST,INSUR,813.50
13954,2022,DE,DE,POSTT,AUXIL,808.69
15347,2022,DE,DE,REALE,CHEM1,807.54
16681,2022,DE,DE,SALEM,TRANS,805.61
16190,2022,DE,DE,RETA1,SEACO,799.28
14081,2022,DE,DE,POSTT,RUBBE,797.89
1938,2022,DE,DE,BUSIN,PIGS9,796.85
9326,2022,DE,DE,KEROS,GASDI,795.12
3371,2022,DE,DE,CONST,RUBBE,790.78
1883,2022,DE,DE,BUSIN,FOOD5,789.81
19598,2022,DE,DE,WHOLE,PAPER,788.57
3882,2022,DE,DE,DIST1,CEMEN,787.06
14803,2022,DE,DE,PUBLI,REALE,781.71
1886,2022,DE,DE,BUSIN,FOUND,781.04
3145,2022,DE,DE,COMPU,INTER,780.77
16689,2022,DE,DE,SALEM,WHOLE,779.53
